drug_name,synonyms,convention_schedule,cas_number,notes,source_url,raw_text,fetched_at
ACETORPHINE,,Schedule I (1961),25333-77-1,"3-O-acetyltetrahydro-7α-(1-hydroxy-1-methylbutyl)-6,14-endo- ethenooripavine (derivative of thebaine)",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NA 001 25333-77-1 ACETORPHINE 3-O-acetyltetrahydro-7α-(1-hydroxy-1-methylbutyl)-6,14-endo-
ethenooripavine (derivative of thebaine)",2026-04-24T17:19:40.499545+00:00
ACETYL-ALPHA-METHYLFENTANYL,,Schedule I (1961),101860-00-8,N-[1-(α-methylphenethyl)-4-piperidyl]acetanilide,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NA 015 101860-00-8 ACETYL-ALPHA-METHYLFENTANYL N-[1-(α-methylphenethyl)-4-piperidyl]acetanilide,2026-04-24T17:19:40.499545+00:00
ACETYLFENTANYL,,Schedule I (1961),3258-84-2,N-Phenyl-N-[1-(2-phenylethyl)-4-piperidinyl]acetamide,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NA 019 3258-84-2 ACETYLFENTANYL N-Phenyl-N-[1-(2-phenylethyl)-4-piperidinyl]acetamide,2026-04-24T17:19:40.499545+00:00
ACETYLMETHADOL,,Schedule I (1961),509-74-0,"3-acetoxy-6-dimethylamino-4,4-diphenylheptane N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]prop-2-enamide",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NA 004 509-74-0 ACETYLMETHADOL 3-acetoxy-6-dimethylamino-4,4-diphenylheptane
N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]prop-2-enamide",2026-04-24T17:19:40.499545+00:00
ACRYLOYLFENTANYL,,Schedule I (1961),82003-75-6,(ACRYLFENTANYL),https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NA 020 82003-75-6 ACRYLOYLFENTANYL
(ACRYLFENTANYL)",2026-04-24T17:19:40.499545+00:00
ALFENTANIL,,Schedule I (1961),71195-58-9,"N-[1-[2-(4-ethyl-4,5-dihydro-5-oxo-1H-tetrazol-1-yl)ethyl]-4- (methoxymethyl)-4-piperidinyl]-N-phenylpropanamide",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NA 014 71195-58-9 ALFENTANIL N-[1-[2-(4-ethyl-4,5-dihydro-5-oxo-1H-tetrazol-1-yl)ethyl]-4-
(methoxymethyl)-4-piperidinyl]-N-phenylpropanamide",2026-04-24T17:19:40.499545+00:00
AH-7921,,Schedule I (1961),55154-30-8,"3,4-Dichloro-N-{[1-(dimethylamino)cyclohexyl]methyl}benzamide",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NA 018 55154-30-8 AH-7921 3,4-Dichloro-N-{[1-(dimethylamino)cyclohexyl]methyl}benzamide",2026-04-24T17:19:40.499545+00:00
ALLYLPRODINE,,Schedule I (1961),25384-17-2,3-allyl-1-methyl-4-phenyl-4-propionoxypiperidine,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NA 007 25384-17-2 ALLYLPRODINE 3-allyl-1-methyl-4-phenyl-4-propionoxypiperidine,2026-04-24T17:19:40.499545+00:00
ALPHACETYLMETHADOL,,Schedule I (1961),17199-58-5,"α-3-acetoxy-6-dimethylamino-4,4-diphenylheptane",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NA 008 17199-58-5 ALPHACETYLMETHADOL α-3-acetoxy-6-dimethylamino-4,4-diphenylheptane",2026-04-24T17:19:40.499545+00:00
ALPHAMEPRODINE,,Schedule I (1961),468-51-9,α-3-ethyl-1-methyl-4-phenyl-4-propionoxypiperidine,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NA 009 468-51-9 ALPHAMEPRODINE α-3-ethyl-1-methyl-4-phenyl-4-propionoxypiperidine,2026-04-24T17:19:40.499545+00:00
ALPHAMETHADOL,,Schedule I (1961),17199-54-1,"α-6-dimethylamino-4,4-diphenyl-3-heptanol",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NA 010 17199-54-1 ALPHAMETHADOL α-6-dimethylamino-4,4-diphenyl-3-heptanol",2026-04-24T17:19:40.499545+00:00
ALPHA-METHYLFENTANYL,,Schedule I (1961),79704-88-4,N-[1-(α-methylphenethyl)-4-piperidyl]propionanilide,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NA 016 79704-88-4 ALPHA-METHYLFENTANYL N-[1-(α-methylphenethyl)-4-piperidyl]propionanilide,2026-04-24T17:19:40.499545+00:00
ALPHA-METHYLTHIOFENTANYL,,Schedule I (1961),103963-66-2,N-[1-[1-methyl-2-(2-thienyl)ethyl]-4-piperidyl]propionanilide,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NA 017 103963-66-2 ALPHA-METHYLTHIOFENTANYL N-[1-[1-methyl-2-(2-thienyl)ethyl]-4-piperidyl]propionanilide,2026-04-24T17:19:40.499545+00:00
ALPHAPRODINE,,Schedule I (1961),77-20-3,"α-1,3-dimethyl-4-phenyl-4-propionoxypiperidine",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NA 011 77-20-3 ALPHAPRODINE α-1,3-dimethyl-4-phenyl-4-propionoxypiperidine",2026-04-24T17:19:40.499545+00:00
ANILERIDINE,,Schedule I (1961),144-14-9,1-p-aminophenethyl-4-phenylpiperidine-4-carboxylic acid ethyl ester,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NA 012 144-14-9 ANILERIDINE 1-p-aminophenethyl-4-phenylpiperidine-4-carboxylic acid ethyl ester,2026-04-24T17:19:40.499545+00:00
BENZETHIDINE,,Schedule I (1961),3691-78-9,1-(2-benzyloxyethyl)-4-phenylpiperidine-4-carboxylic acid ethyl ester,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NB 001 3691-78-9 BENZETHIDINE 1-(2-benzyloxyethyl)-4-phenylpiperidine-4-carboxylic acid ethyl ester,2026-04-24T17:19:40.499545+00:00
BENZYLMORPHINE,,Schedule I (1961),14297-87-1,3-benzylmorphine,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NB 002 14297-87-1 BENZYLMORPHINE 3-benzylmorphine,2026-04-24T17:19:40.499545+00:00
BETACETYLMETHADOL,,Schedule I (1961),17199-59-6,"β-3-acetoxy-6-dimethylamino-4,4-diphenylheptane",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NB 003 17199-59-6 BETACETYLMETHADOL β-3-acetoxy-6-dimethylamino-4,4-diphenylheptane",2026-04-24T17:19:40.499545+00:00
BETA-HYDROXYFENTANYL,,Schedule I (1961),78995-10-5,N-[1-(β-hydroxyphenethyl)-4-piperidyl]propionanilide,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NB 009 78995-10-5 BETA-HYDROXYFENTANYL N-[1-(β-hydroxyphenethyl)-4-piperidyl]propionanilide,2026-04-24T17:19:40.499545+00:00
BETA-HYDROXY-3-,,Schedule I (1961),78995-14-9,N-[1-(β-hydroxyphenethyl)-3-methyl-4-piperidyl]propionanilide METHYLFENTANYL,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NB 010 78995-14-9 BETA-HYDROXY-3- N-[1-(β-hydroxyphenethyl)-3-methyl-4-piperidyl]propionanilide
METHYLFENTANYL",2026-04-24T17:19:40.499545+00:00
BETAMEPRODINE,,Schedule I (1961),468-50-8,β-3-ethyl-1-methyl-4-phenyl-4-propionoxypiperidine,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NB 004 468-50-8 BETAMEPRODINE β-3-ethyl-1-methyl-4-phenyl-4-propionoxypiperidine,2026-04-24T17:19:40.499545+00:00
BETAMETHADOL,,Schedule I (1961),17199-55-2,"β-6-dimethylamino-4,4-diphenyl-3-heptanol",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NB 005 17199-55-2 BETAMETHADOL β-6-dimethylamino-4,4-diphenyl-3-heptanol",2026-04-24T17:19:40.499545+00:00
BETAPRODINE,,Schedule I (1961),468-59-7,"β-1,3-dimethyl-4-phenyl-4-propionoxypiperidine",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NB 006 468-59-7 BETAPRODINE β-1,3-dimethyl-4-phenyl-4-propionoxypiperidine",2026-04-24T17:19:40.499545+00:00
BEZITRAMIDE,,Schedule I (1961),15301-48-1,"1-(3-cyano-3,3-diphenylpropyl)-4-(2-oxo-3-propionyl-1- benzimidazolinyl)piperidine",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NB 007 15301-48-1 BEZITRAMIDE 1-(3-cyano-3,3-diphenylpropyl)-4-(2-oxo-3-propionyl-1-
benzimidazolinyl)piperidine",2026-04-24T17:19:40.499545+00:00
BRORPHINE,,Schedule I (1961),2244737-98-0,"1-{1-[1-(4-bromophenyl)ethyl]-piperidin-4-yl}-1,3-dihydro-2H- benzimidazol-2-one",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NB013 2244737-98-0 BRORPHINE 1-{1-[1-(4-bromophenyl)ethyl]-piperidin-4-yl}-1,3-dihydro-2H-
benzimidazol-2-one",2026-04-24T17:19:40.499545+00:00
BUTONITAZENE,,Schedule I (1961),95810-54-1,"N,N-Diethyl-2-[(4-butoxyphenyl)methyl]- 5-nitro-1H- benzimidazole-1- ethanamine",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NB015 95810-54-1 BUTONITAZENE N,N-Diethyl-2-[(4-butoxyphenyl)methyl]- 5-nitro-1H-
benzimidazole-1- ethanamine",2026-04-24T17:19:40.499545+00:00
BUTYRFENTANYL,,Schedule I (1961),1169-70-6,N-phenyl-N-[1-(2-phenylethyl)-4-piperidinyl]butanamide,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NB 011 1169-70-6 BUTYRFENTANYL N-phenyl-N-[1-(2-phenylethyl)-4-piperidinyl]butanamide,2026-04-24T17:19:40.499545+00:00
CANNABIS,,Schedule I (1961),8063-14-7,the flowering or fruiting tops of the cannabis plant (resin not extracted),https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NC 001 8063-14-7 CANNABIS the flowering or fruiting tops of the cannabis plant (resin not
extracted)",2026-04-24T17:19:40.499545+00:00
"CANNABIS RESIN, EXTRACTS",,Schedule I (1961),6465-30-1,"and the separated resin, crude or purified, obtained from the cannabis TINCTURES plant 3",https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NC 008 6465-30-1 CANNABIS RESIN, EXTRACTS and the separated resin, crude or purified, obtained from the cannabis
TINCTURES plant
3",2026-04-24T17:19:40.499545+00:00
CARFENTANIL,,Schedule I (1961),59708-52-0,Methyl 1-(2-phenylethyl)-4-[phenyl(propanoyl)amino]piperidine- 4-carboxylate,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NC 090 59708-52-0 CARFENTANIL Methyl 1-(2-phenylethyl)-4-[phenyl(propanoyl)amino]piperidine-
4-carboxylate",2026-04-24T17:19:40.499545+00:00
CLONITAZENE,,Schedule I (1961),3861-76-5,2-(p-chlorobenzyl)-1-diethylaminoethyl-5-nitrobenzimidazole,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NC 002 3861-76-5 CLONITAZENE 2-(p-chlorobenzyl)-1-diethylaminoethyl-5-nitrobenzimidazole,2026-04-24T17:19:40.499545+00:00
COCAINE,,Schedule I (1961),50-36-2,methyl ester of benzoylecgonine (an alkaloid found in coca leaves or prepared by synthesis from ecgonine),https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NC 004 50-36-2 COCAINE methyl ester of benzoylecgonine (an alkaloid found in coca leaves or
prepared by synthesis from ecgonine)",2026-04-24T17:19:40.499545+00:00
CODOXIME,,Schedule I (1961),7125-76-0,dihydrocodeinone-6-carboxymethyloxime (derivate of morphine),https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NC 006 7125-76-0 CODOXIME dihydrocodeinone-6-carboxymethyloxime (derivate of morphine),2026-04-24T17:19:40.499545+00:00
CONCENTRATE OF POPPY STRAW,,Schedule I (1961),,*Refer to Section entitled “Intermediate Opiate Raw Materials” (below),https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NC 020 CONCENTRATE OF POPPY STRAW *Refer to Section entitled “Intermediate Opiate Raw Materials”
(below)",2026-04-24T17:19:40.499545+00:00
CROTONYLFENTANYL,,Schedule I (1961),760930-59-4,(E)-N-(1-phenethylpiperidin-4-yl)-N-phenylbut-2-enamide,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,NC-092 760930-59-4 CROTONYLFENTANYL (E)-N-(1-phenethylpiperidin-4-yl)-N-phenylbut-2-enamide,2026-04-24T17:19:40.499545+00:00
CYCLOPROPYLFENTANYL,,Schedule I (1961),1169-68-2,N-Phenyl-N-[1-(2-phenylethyl)piperidin-4- yl]cyclopropanecarboxamide,https://www.incb.org/incb/uploads/documents/Narcotic-Drugs/Yellow_List/64th_edition/YL_64th_E.pdf,"NC 091 1169-68-2 CYCLOPROPYLFENTANYL N-Phenyl-N-[1-(2-phenylethyl)piperidin-4-
yl]cyclopropanecarboxamide",2026-04-24T17:19:40.499545+00:00
